;10_kurt_total_ips_origem;10_skw_total_ips_origem;10_coefficient_variation_total_ips_origem;10_kurt_total_ips_destino;10_skw_total_ips_destino;10_coefficient_variation_total_ips_destino;10_kurt_total_pacotes;10_skw_total_pacotes;10_coefficient_variation_total_pacotes;has_bot
153;;;;;;;;;;0
154;;;;;;;;;;0
155;;;;;;;;;;0
156;;;;;;;;;;0
157;;;;;;;;;;0
158;;;;;;;;;;0
159;;;;;;;;;;0
160;;;;;;;;;;0
161;;;;;;;;;;0
162;;;;;;;;;;0
163;;;;;;;;;;0
164;;;;;;;;;;0
165;;;;;;;;;;0
166;;;;;;;;;;0
167;;;;;;;;;;0
168;;;;;;;;;;0
169;;;;;;;;;;0
170;;;;;;;;;;0
171;;;;;;;;;;0
172;;;;;;;;;;0
173;;;;;;;;;;0
174;;;;;;;;;;0
175;;;;;;;;;;0
176;;;;;;;;;;0
177;;;;;;;;;;0
178;;;;;;;;;;0
179;;;;;;;;;;0
180;;;;;;;;;;0
181;;;;;;;;;;0
182;;;;;;;;;;0
183;;;;;;;;;;0
184;;;;;;;;;;0
185;;;;;;;;;;0
186;;;;;;;;;;0
187;;;;;;;;;;0
188;;;;;;;;;;0
189;;;;;;;;;;0
190;;;;;;;;;;0
191;;;;;;;;;;0
192;;;;;;;;;;0
193;;;;;;;;;;0
194;;;;;;;;;;0
195;;;;;;;;;;0
196;;;;;;;;;;0
197;;;;;;;;;;0
198;;;;;;;;;;0
199;;;;;;;;;;0
200;;;;;;;;;;0
201;;;;;;;;;;0
202;;;;;;;;;;0
203;;;;;;;;;;0
204;;;;;;;;;;0
205;;;;;;;;;;0
206;;;;;;;;;;0
207;;;;;;;;;;0
208;;;;;;;;;;0
209;;;;;;;;;;0
210;;;;;;;;;;0
211;;;;;;;;;;0
212;;;;;;;;;;0
213;;;;;;;;;;0
214;;;;;;;;;;0
215;;;;;;;;;;0
216;;;;;;;;;;0
217;;;;;;;;;;0
218;;;;;;;;;;0
219;;;;;;;;;;0
220;;;;;;;;;;0
221;;;;;;;;;;0
222;;;;;;;;;;0
223;;;;;;;;;;0
224;;;;;;;;;;0
225;;;;;;;;;;0
226;;;;;;;;;;0
227;;;;;;;;;;0
228;;;;;;;;;;0
229;;;;;;;;;;0
230;;;;;;;;;;0
231;;;;;;;;;;0
232;;;;;;;;;;0
233;;;;;;;;;;0
234;;;;;;;;;;0
235;;;;;;;;;;0
236;;;;;;;;;;0
237;;;;;;;;;;0
238;;;;;;;;;;0
239;;;;;;;;;;0
240;;;;;;;;;;0
241;;;;;;;;;;0
242;;;;;;;;;;0
243;;;;;;;;;;0
244;;;;;;;;;;0
245;;;;;;;;;;0
246;;;;;;;;;;0
247;;;;;;;;;;0
248;;;;;;;;;;0
249;;;;;;;;;;0
250;;;;;;;;;;0
251;;;;;;;;;;0
252;;;;;;;;;;0
253;;;;;;;;;;0
254;;;;;;;;;;0
255;;;;;;;;;;0
256;;;;;;;;;;0
257;;;;;;;;;;0
258;;;;;;;;;;0
259;;;;;;;;;;0
260;;;;;;;;;;0
261;;;;;;;;;;0
262;;;;;;;;;;0
263;;;;;;;;;;0
264;;;;;;;;;;0
265;;;;;;;;;;0
266;;;;;;;;;;0
267;;;;;;;;;;0
268;;;;;;;;;;0
269;;;;;;;;;;0
270;;;;;;;;;;0
271;;;;;;;;;;0
272;;;;;;;;;;0
273;;;;;;;;;;0
274;;;;;;;;;;0
275;;;;;;;;;;0
276;;;;;;;;;;0
277;;;;;;;;;;0
278;;;;;;;;;;0
279;;;;;;;;;;0
280;;;;;;;;;;0
281;;;;;;;;;;0
282;;;;;;;;;;0
283;;;;;;;;;;0
284;;;;;;;;;;0
285;;;;;;;;;;0
286;;;;;;;;;;0
287;;;;;;;;;;0
288;;;;;;;;;;0
289;;;;;;;;;;0
290;;;;;;;;;;0
291;;;;;;;;;;0
292;;;;;;;;;;0
293;;;;;;;;;;0
294;;;;;;;;;;0
295;;;;;;;;;;0
296;;;;;;;;;;0
297;;;;;;;;;;0
298;;;;;;;;;;0
299;;;;;;;;;;0
300;;;;;;;;;;0
301;;;;;;;;;;0
302;;;;;;;;;;0
303;;;;;;;;;;0
304;;;;;;;;;;0
305;;;;;;;;;;0
306;;;;;;;;;;0
307;;;;;;;;;;0
308;;;;;;;;;;0
309;;;;;;;;;;0
310;;;;;;;;;;0
311;;;;;;;;;;0
312;;;;;;;;;;0
313;;;;;;;;;;0
314;;;;;;;;;;0
315;;;;;;;;;;0
316;;;;;;;;;;0
317;;;;;;;;;;0
318;;;;;;;;;;0
319;;;;;;;;;;0
320;;;;;;;;;;0
321;;;;;;;;;;0
322;;;;;;;;;;0
323;;;;;;;;;;0
324;;;;;;;;;;0
325;;;;;;;;;;0
326;;;;;;;;;;0
327;;;;;;;;;;0
328;;;;;;;;;;0
329;;;;;;;;;;0
330;;;;;;;;;;0
331;;;;;;;;;;0
332;;;;;;;;;;0
333;;;;;;;;;;0
334;;;;;;;;;;0
335;;;;;;;;;;0
336;;;;;;;;;;0
337;;;;;;;;;;0
338;;;;;;;;;;0
339;;;;;;;;;;0
340;;;;;;;;;;0
341;;;;;;;;;;0
342;;;;;;;;;;0
343;;;;;;;;;;0
344;;;;;;;;;;0
345;;;;;;;;;;0
346;;;;;;;;;;0
347;;;;;;;;;;0
348;;;;;;;;;;0
349;;;;;;;;;;0
350;;;;;;;;;;0
351;;;;;;;;;;0
352;;;;;;;;;;0
353;;;;;;;;;;0
354;;;;;;;;;;0
355;;;;;;;;;;0
356;;;;;;;;;;0
357;;;;;;;;;;0
358;;;;;;;;;;0
359;;;;;;;;;;0
360;;;;;;;;;;0
361;;;;;;;;;;0
362;;;;;;;;;;0
363;;;;;;;;;;0
364;;;;;;;;;;0
365;;;;;;;;;;0
366;;;;;;;;;;0
367;;;;;;;;;;0
368;;;;;;;;;;0
369;;;;;;;;;;0
370;;;;;;;;;;0
371;;;;;;;;;;0
372;;;;;;;;;;0
373;;;;;;;;;;0
374;;;;;;;;;;0
375;;;;;;;;;;0
376;;;;;;;;;;0
377;;;;;;;;;;0
378;;;;;;;;;;0
379;;;;;;;;;;0
380;;;;;;;;;;0
381;;;;;;;;;;0
382;;;;;;;;;;0
383;;;;;;;;;;0
384;;;;;;;;;;0
385;;;;;;;;;;0
386;;;;;;;;;;0
387;;;;;;;;;;0
388;;;;;;;;;;0
389;;;;;;;;;;0
390;;;;;;;;;;0
391;;;;;;;;;;0
392;;;;;;;;;;0
393;;;;;;;;;;0
394;;;;;;;;;;0
395;;;;;;;;;;0
396;;;;;;;;;;0
397;;;;;;;;;;0
398;;;;;;;;;;0
399;;;;;;;;;;0
400;;;;;;;;;;0
401;;;;;;;;;;0
402;;;;;;;;;;0
403;;;;;;;;;;0
404;;;;;;;;;;0
405;;;;;;;;;;0
406;;;;;;;;;;0
407;;;;;;;;;;0
408;;;;;;;;;;0
409;;;;;;;;;;0
410;;;;;;;;;;0
411;;;;;;;;;;0
412;;;;;;;;;;0
413;;;;;;;;;;0
414;;;;;;;;;;0
415;;;;;;;;;;0
416;;;;;;;;;;0
417;;;;;;;;;;0
418;;;;;;;;;;0
419;;;;;;;;;;0
420;;;;;;;;;;0
421;;;;;;;;;;0
422;;;;;;;;;;0
423;;;;;;;;;;0
424;;;;;;;;;;0
425;;;;;;;;;;0
426;;;;;;;;;;0
427;;;;;;;;;;0
428;;;;;;;;;;0
429;;;;;;;;;;0
430;;;;;;;;;;0
431;;;;;;;;;;0
432;;;;;;;;;;0
433;;;;;;;;;;0
434;;;;;;;;;;0
435;;;;;;;;;;0
436;;;;;;;;;;0
437;;;;;;;;;;0
438;;;;;;;;;;0
439;;;;;;;;;;0
440;;;;;;;;;;0
441;;;;;;;;;;0
442;;;;;;;;;;0
443;;;;;;;;;;0
444;;;;;;;;;;0
445;;;;;;;;;;0
446;;;;;;;;;;0
447;;;;;;;;;;0
448;;;;;;;;;;0
449;;;;;;;;;;0
450;;;;;;;;;;0
451;;;;;;;;;;0
452;;;;;;;;;;0
453;;;;;;;;;;0
454;;;;;;;;;;0
455;;;;;;;;;;0
456;;;;;;;;;;0
457;;;;;;;;;;0
458;;;;;;;;;;0
459;;;;;;;;;;0
460;;;;;;;;;;0
461;;;;;;;;;;0
462;;;;;;;;;;0
463;;;;;;;;;;0
464;;;;;;;;;;0
465;;;;;;;;;;0
466;;;;;;;;;;0
467;;;;;;;;;;0
468;;;;;;;;;;0
469;;;;;;;;;;0
470;;;;;;;;;;0
471;;;;;;;;;;0
472;;;;;;;;;;0
473;;;;;;;;;;0
474;;;;;;;;;;0
475;;;;;;;;;;0
476;;;;;;;;;;0
477;;;;;;;;;;0
478;;;;;;;;;;0
479;;;;;;;;;;0
480;;;;;;;;;;0
481;;;;;;;;;;0
482;;;;;;;;;;0
483;;;;;;;;;;0
484;;;;;;;;;;0
485;;;;;;;;;;0
486;;;;;;;;;;0
487;;;;;;;;;;0
488;;;;;;;;;;0
489;;;;;;;;;;0
490;;;;;;;;;;0
491;;;;;;;;;;0
492;;;;;;;;;;0
493;;;;;;;;;;0
494;;;;;;;;;;0
495;;;;;;;;;;0
496;;;;;;;;;;0
497;;;;;;;;;;0
498;;;;;;;;;;0
499;;;;;;;;;;0
500;;;;;;;;;;0
501;;;;;;;;;;0
502;;;;;;;;;;0
503;;;;;;;;;;0
504;;;;;;;;;;0
505;;;;;;;;;;0
506;;;;;;;;;;0
507;;;;;;;;;;0
508;;;;;;;;;;0
509;;;;;;;;;;0
510;;;;;;;;;;0
511;;;;;;;;;;0
512;;;;;;;;;;0
513;;;;;;;;;;0
514;;;;;;;;;;0
515;;;;;;;;;;0
516;;;;;;;;;;0
517;;;;;;;;;;0
518;;;;;;;;;;0
519;;;;;;;;;;0
520;;;;;;;;;;0
521;;;;;;;;;;0
522;;;;;;;;;;0
523;;;;;;;;;;0
524;;;;;;;;;;0
525;;;;;;;;;;0
526;;;;;;;;;;0
527;;;;;;;;;;0
528;;;;;;;;;;0
529;;;;;;;;;;0
530;;;;;;;;;;0
531;;;;;;;;;;0
532;;;;;;;;;;0
533;;;;;;;;;;0
534;;;;;;;;;;0
535;;;;;;;;;;0
536;;;;;;;;;;0
537;;;;;;;;;;0
538;;;;;;;;;;0
539;;;;;;;;;;0
540;;;;;;;;;;0
541;;;;;;;;;;0
542;;;;;;;;;;0
543;;;;;;;;;;0
544;;;;;;;;;;0
545;;;;;;;;;;0
546;;;;;;;;;;0
547;;;;;;;;;;0
548;;;;;;;;;;0
549;;;;;;;;;;0
550;;;;;;;;;;0
551;;;;;;;;;;0
552;;;;;;;;;;0
553;;;;;;;;;;0
554;;;;;;;;;;0
555;;;;;;;;;;0
556;;;;;;;;;;0
557;;;;;;;;;;0
558;;;;;;;;;;0
559;;;;;;;;;;0
560;;;;;;;;;;0
561;;;;;;;;;;0
562;;;;;;;;;;0
563;;;;;;;;;;0
564;;;;;;;;;;0
565;;;;;;;;;;0
566;;;;;;;;;;0
567;;;;;;;;;;0
568;;;;;;;;;;0
569;;;;;;;;;;0
570;;;;;;;;;;0
571;;;;;;;;;;0
572;;;;;;;;;;0
573;;;;;;;;;;0
574;;;;;;;;;;0
575;;;;;;;;;;0
576;;;;;;;;;;0
577;;;;;;;;;;0
578;;;;;;;;;;0
579;;;;;;;;;;0
580;;;;;;;;;;0
581;;;;;;;;;;0
582;;;;;;;;;;0
583;;;;;;;;;;0
584;;;;;;;;;;0
585;;;;;;;;;;0
586;;;;;;;;;;0
587;;;;;;;;;;0
588;;;;;;;;;;0
589;;;;;;;;;;0
590;;;;;;;;;;0
591;;;;;;;;;;0
592;;;;;;;;;;0
593;;;;;;;;;;0
594;;;;;;;;;;0
595;;;;;;;;;;0
596;;;;;;;;;;0
597;;;;;;;;;;0
598;;;;;;;;;;0
599;;;;;;;;;;0
600;;;;;;;;;;0
601;;;;;;;;;;0
602;;;;;;;;;;0
603;;;;;;;;;;0
604;;;;;;;;;;0
605;;;;;;;;;;0
606;;;;;;;;;;0
607;;;;;;;;;;0
608;;;;;;;;;;0
609;;;;;;;;;;0
610;;;;;;;;;;0
611;;;;;;;;;;0
612;;;;;;;;;;0
613;;;;;;;;;;0
614;;;;;;;;;;0
615;;;;;;;;;;0
616;;;;;;;;;;0
617;;;;;;;;;;0
618;;;;;;;;;;0
619;;;;;;;;;;0
620;;;;;;;;;;0
621;;;;;;;;;;0
622;;;;;;;;;;0
623;;;;;;;;;;0
624;;;;;;;;;;0
625;;;;;;;;;;0
626;;;;;;;;;;0
627;;;;;;;;;;0
628;;;;;;;;;;0
629;;;;;;;;;;0
630;;;;;;;;;;0
631;;;;;;;;;;0
632;;;;;;;;;;0
633;;;;;;;;;;0
634;;;;;;;;;;0
635;;;;;;;;;;0
636;;;;;;;;;;0
637;;;;;;;;;;0
638;;;;;;;;;;0
639;;;;;;;;;;0
640;;;;;;;;;;0
641;;;;;;;;;;0
642;;;;;;;;;;0
643;;;;;;;;;;0
644;;;;;;;;;;0
645;;;;;;;;;;0
646;;;;;;;;;;0
647;;;;;;;;;;0
648;;;;;;;;;;0
649;;;;;;;;;;0
650;;;;;;;;;;0
651;;;;;;;;;;0
652;;;;;;;;;;0
653;;;;;;;;;;0
654;;;;;;;;;;0
655;;;;;;;;;;0
656;;;;;;;;;;0
657;;;;;;;;;;0
658;;;;;;;;;;0
659;;;;;;;;;;0
660;;;;;;;;;;0
661;;;;;;;;;;0
662;;;;;;;;;;0
663;;;;;;;;;;0
664;;;;;;;;;;0
665;;;;;;;;;;0
666;;;;;;;;;;0
667;;;;;;;;;;0
668;;;;;;;;;;0
669;;;;;;;;;;0
670;;;;;;;;;;0
671;;;;;;;;;;0
672;;;;;;;;;;0
673;;;;;;;;;;0
674;;;;;;;;;;0
675;;;;;;;;;;0
676;;;;;;;;;;0
677;;;;;;;;;;0
678;;;;;;;;;;0
679;;;;;;;;;;0
680;;;;;;;;;;0
681;;;;;;;;;;0
682;;;;;;;;;;0
683;;;;;;;;;;0
684;;;;;;;;;;0
685;;;;;;;;;;0
686;;;;;;;;;;0
687;;;;;;;;;;0
688;;;;;;;;;;0
689;;;;;;;;;;0
690;;;;;;;;;;0
691;;;;;;;;;;0
692;;;;;;;;;;0
693;;;;;;;;;;0
694;;;;;;;;;;0
695;;;;;;;;;;0
696;;;;;;;;;;0
697;;;;;;;;;;0
698;;;;;;;;;;0
699;;;;;;;;;;0
700;;;;;;;;;;0
701;;;;;;;;;;0
702;;;;;;;;;;0
703;;;;;;;;;;0
704;;;;;;;;;;0
705;;;;;;;;;;0
706;;;;;;;;;;0
707;;;;;;;;;;0
708;;;;;;;;;;0
709;;;;;;;;;;0
710;;;;;;;;;;0
711;;;;;;;;;;0
712;;;;;;;;;;0
713;;;;;;;;;;0
714;;;;;;;;;;0
715;;;;;;;;;;0
716;;;;;;;;;;0
717;;;;;;;;;;0
718;;;;;;;;;;0
719;;;;;;;;;;0
720;;;;;;;;;;0
721;;;;;;;;;;0
722;;;;;;;;;;0
723;;;;;;;;;;0
724;;;;;;;;;;0
725;;;;;;;;;;0
726;;;;;;;;;;0
727;;;;;;;;;;0
728;;;;;;;;;;0
729;;;;;;;;;;0
730;;;;;;;;;;0
731;;;;;;;;;;0
732;;;;;;;;;;0
733;;;;;;;;;;0
734;;;;;;;;;;0
735;;;;;;;;;;0
736;;;;;;;;;;0
737;;;;;;;;;;0
738;;;;;;;;;;0
739;;;;;;;;;;0
740;;;;;;;;;;0
741;;;;;;;;;;0
742;;;;;;;;;;0
743;;;;;;;;;;0
744;;;;;;;;;;0
745;;;;;;;;;;0
746;;;;;;;;;;0
747;;;;;;;;;;0
748;;;;;;;;;;0
749;;;;;;;;;;0
750;;;;;;;;;;0
751;;;;;;;;;;0
752;;;;;;;;;;0
753;;;;;;;;;;0
754;;;;;;;;;;0
755;;;;;;;;;;0
756;;;;;;;;;;0
757;;;;;;;;;;0
758;;;;;;;;;;0
759;;;;;;;;;;0
760;;;;;;;;;;0
761;;;;;;;;;;0
762;;;;;;;;;;0
763;;;;;;;;;;0
764;;;;;;;;;;0
765;;;;;;;;;;0
766;;;;;;;;;;0
767;;;;;;;;;;0
768;;;;;;;;;;0
769;;;;;;;;;;0
770;;;;;;;;;;0
771;;;;;;;;;;0
772;;;;;;;;;;0
773;;;;;;;;;;0
774;;;;;;;;;;0
775;;;;;;;;;;0
776;;;;;;;;;;0
777;;;;;;;;;;0
778;;;;;;;;;;0
779;;;;;;;;;;0
780;;;;;;;;;;0
781;;;;;;;;;;0
782;;;;;;;;;;0
783;;;;;;;;;;0
784;;;;;;;;;;0
785;;;;;;;;;;0
786;;;;;;;;;;0
787;;;;;;;;;;0
788;;;;;;;;;;0
789;;;;;;;;;;0
790;;;;;;;;;;0
791;;;;;;;;;;0
792;;;;;;;;;;0
793;;;;;;;;;;0
794;;;;;;;;;;0
795;;;;;;;;;;0
796;;;;;;;;;;0
797;;;;;;;;;;0
798;;;;;;;;;;0
799;;;;;;;;;;0
800;;;;;;;;;;0
801;;;;;;;;;;0
802;;;;;;;;;;0
803;;;;;;;;;;0
804;;;;;;;;;;0
805;;;;;;;;;;0
806;;;;;;;;;;0
807;;;;;;;;;;0
808;;;;;;;;;;0
809;;;;;;;;;;0
810;;;;;;;;;;0
811;;;;;;;;;;0
812;;;;;;;;;;0
813;;;;;;;;;;0
814;;;;;;;;;;0
815;;;;;;;;;;0
816;;;;;;;;;;0
817;;;;;;;;;;0
818;;;;;;;;;;0
819;;;;;;;;;;0
820;;;;;;;;;;0
821;;;;;;;;;;0
822;;;;;;;;;;0
823;;;;;;;;;;0
824;;;;;;;;;;0
825;;;;;;;;;;0
826;;;;;;;;;;0
827;;;;;;;;;;0
828;;;;;;;;;;0
829;;;;;;;;;;0
830;;;;;;;;;;0
831;;;;;;;;;;0
832;;;;;;;;;;0
833;;;;;;;;;;0
834;;;;;;;;;;0
835;;;;;;;;;;0
836;;;;;;;;;;0
837;;;;;;;;;;0
838;;;;;;;;;;0
839;;;;;;;;;;0
840;;;;;;;;;;0
841;;;;;;;;;;0
842;;;;;;;;;;0
843;;;;;;;;;;0
844;;;;;;;;;;0
845;;;;;;;;;;0
846;;;;;;;;;;0
847;;;;;;;;;;0
848;;;;;;;;;;0
849;;;;;;;;;;0
850;;;;;;;;;;0
851;;;;;;;;;;0
852;;;;;;;;;;0
853;;;;;;;;;;0
854;;;;;;;;;;0
855;;;;;;;;;;0
856;;;;;;;;;;0
857;;;;;;;;;;0
858;;;;;;;;;;0
859;;;;;;;;;;0
860;;;;;;;;;;0
861;;;;;;;;;;0
862;;;;;;;;;;0
863;;;;;;;;;;0
864;;;;;;;;;;0
865;;;;;;;;;;0
866;;;;;;;;;;0
867;;;;;;;;;;0
868;;;;;;;;;;0
869;;;;;;;;;;0
870;;;;;;;;;;0
871;;;;;;;;;;0
872;;;;;;;;;;0
873;;;;;;;;;;0
874;;;;;;;;;;0
875;;;;;;;;;;0
876;;;;;;;;;;0
877;;;;;;;;;;0
878;;;;;;;;;;0
879;0.5768028345970053;0.3439821806236401;0.1035962766230721;1.1718116190081032;0.5014975481807047;0.1063646895121273;39.122575508453785;4.419907535803635;0.6587948005083804;0
880;0.5596310727964491;0.3677292449708666;0.1030749584013452;1.1759647194930627;0.5153099359868347;0.1059514052588174;39.11144672207317;4.417294340344094;0.658061933570477;0
881;0.5563959595808644;0.3678845756777952;0.1031134071524838;1.17653328948861;0.514262887530599;0.1061101969113407;39.09041804823732;4.415780347306176;0.6582787433424424;0
882;0.5636999895940038;0.3690772521315862;0.1030953849046751;1.180904628757301;0.5174860490571604;0.1061675224168479;39.103902572125136;4.416254275959072;0.6580018459549093;0
883;0.5619515103993893;0.3718910711012532;0.103136681756382;1.1781070217526222;0.5202567864120717;0.1062240731789833;39.11475369270899;4.416829397832861;0.6578387501227616;0
884;0.5753378998886355;0.3743989481854339;0.1030409673838885;1.1952129205477868;0.5220434715763025;0.1061083105616236;39.09597055002944;4.415625564592907;0.658066849083067;0
885;0.6508533006111167;0.4063023609518078;0.1037482697113384;1.312755947762934;0.5654644788568567;0.1069681311824655;39.06368059868299;4.413585340723978;0.6584740151793927;0
886;6.961112674611275;1.1111440255253051;0.1085342688860477;7.261354542794102;1.2292632730121935;0.1118027138533839;39.067615549110215;4.4135580638043805;0.6583432299493569;0
887;6.905053310620762;1.1070735820221138;0.1086765374237939;7.232377211077721;1.2272458360947271;0.1118765226159953;39.055101917700426;4.412797670700375;0.6585055429525427;0
888;6.9211838854550285;1.1077884574881722;0.1086317119478618;7.21844026213391;1.2272129223104906;0.111923408976535;39.04356784072754;4.411344319610417;0.6583751927645455;0
889;6.924763631539677;1.108759819043862;0.108628385305519;7.221449881332448;1.228908210117471;0.1119300040956501;39.0272423696111;4.410165782264048;0.6585428872242336;0
890;6.93454602867242;1.1120092300117552;0.1086257355693046;7.253583340378316;1.2349402955754014;0.1118864659565758;38.99975250758876;4.408206353847563;0.6588325930787399;0
891;6.989548223955113;1.113842858868389;0.1084653361902539;7.312398848441165;1.2367679393811868;0.1117103868487131;38.96199561175689;4.405708041081796;0.6592836406798619;0
892;6.998849743304983;1.1179060246542636;0.1084755441641798;7.31879671196715;1.239337108271133;0.1117143966149184;38.92654740841117;4.403200564381675;0.6596655621545524;0
893;7.013532756950175;1.1209059778277335;0.1084545495102157;7.373413938534738;1.2450203763479706;0.1115929387126931;38.93002529383933;4.402980469607858;0.659486176195703;0
894;7.012166411437915;1.1212751598930768;0.1084631820720445;7.358683374166021;1.2429288226320556;0.1116207481448486;38.93426530753869;4.403191376483477;0.6594184267574299;0
895;6.953070564476516;1.1153539108105366;0.1085984152697897;7.358683374166021;1.2429288226320556;0.1116207481448486;38.91737624551273;4.401952886222749;0.6595889060622596;0
896;6.954430319840031;1.1153797390538878;0.1085928847824262;7.352827013579298;1.243727384867504;0.1116534583325655;38.89478758464872;4.40043573702786;0.6598492296177492;0
897;6.944457853735889;1.1168196669776354;0.1086494049394712;7.326723035562164;1.2431746831472106;0.1117853024785188;38.85713283762652;4.3978458419142;0.6602753506279927;0
898;6.874891559151877;1.1036809632751687;0.1089653172220787;7.242912171989347;1.2226109184758047;0.1122069237934775;38.81121409588684;4.39455315841369;0.6607677667143257;0
899;6.87008695184157;1.1034338293259245;0.1089844352396958;7.236007924307881;1.22308676649532;0.1122412943893459;38.79956635300842;4.394003099853442;0.6609648597176526;0
900;6.8484059587089945;1.1026206283972169;0.1090757611350541;7.217115455910208;1.2238070600598674;0.1123496595125283;38.76722052204324;4.392126670769124;0.6614293629426858;0
901;6.869989860741742;1.1028988384480356;0.1089798092368986;7.228630278140398;1.2234584098997057;0.1122950481870845;38.76548274841224;4.392069286638274;0.6614658770505583;0
902;6.832885227385268;1.0983418457512717;0.1090588189088016;7.203771304408165;1.2187006828669948;0.1123311131166876;38.76003054959496;4.392117150877388;0.6616532840321563;0
903;6.833445956454586;1.0989206754930334;0.1090621564545474;7.2046108954314425;1.2204753002890527;0.1123470072552235;38.74844232638055;4.391422196790463;0.6618083561108182;0
904;6.776589873417655;1.088578151990828;0.1093089492575383;7.120853413849648;1.198968900606335;0.1127566224831762;38.72022563570977;4.389872415107563;0.6622382632591983;0
905;6.770042911124351;1.088200485233502;0.1093352394945702;7.109842321066015;1.1990755310042118;0.1128069240612645;38.72345636375635;4.390060929453196;0.6621937047404685;0
906;6.777183857718658;1.0854835255418471;0.1092602264568567;7.118101631023783;1.196805511465164;0.1127365031979742;38.72111883829773;4.389794695362;0.6621759808802875;0
