;10_kurt_total_ips_origem;10_skw_total_ips_origem;10_coefficient_variation_total_ips_origem;10_kurt_total_ips_destino;10_skw_total_ips_destino;10_coefficient_variation_total_ips_destino;10_kurt_total_pacotes;10_skw_total_pacotes;10_coefficient_variation_total_pacotes;has_bot
105;1.1259228203639198;0.330537074729141;0.1041604938646533;4.018982249740812;1.0677060562769558;0.1076390702972414;2.286364131255715;0.9997656409668272;0.2534479672833722;0
106;1.0385111907021969;0.3367583212520614;0.1050738213927208;3.9149783482447504;1.0605989579732074;0.1083052427396684;2.2566887381672847;0.997636390128704;0.2542062373174484;0
107;0.9459974832395792;0.334511291949909;0.106104816144403;3.7039314120466256;1.0207360841512263;0.109749262645389;2.2625913573780045;1.0145106758167397;0.2549599459284252;0
108;0.9278395727996968;0.3296199373232162;0.1061961733712137;3.6642796275285847;1.010933262536746;0.1098378912288544;2.3252402841293858;1.0093470147286918;0.2527374513114501;0
109;0.956982904644218;0.3451695786843008;0.1061039433009466;3.666035486895479;1.0144232523530323;0.1098685300867871;2.4877710811644764;1.0725840812295209;0.2466679824615326;0
110;0.8827876905212358;0.3262369643179716;0.1071259276446249;3.4913725294518483;0.9769681690726244;0.1111144790636843;2.536647771787724;1.084354717740279;0.2455681053324334;0
111;0.9612955619292076;0.3572560433345215;0.1067880279760636;3.6585765776063215;1.026071948944004;0.1108612185116708;2.522642094510525;1.086034972553092;0.2459905590465951;0
112;1.090206796725067;0.3257173722818067;0.1048986062986337;4.192737388286487;1.0468893401338148;0.108226560528816;2.4510622753887112;1.0607270664538409;0.2460180960015418;0
113;1.184589225953133;0.3124042980720611;0.1038647743634639;4.394663575045307;1.0639924517287764;0.1067868105607029;2.6114153880117428;1.0955674767909598;0.2451408671012778;0
114;1.1998481877175828;0.284634912007239;0.1035581068902522;4.396775699287651;1.0598210938761303;0.1067307750548905;2.816775873011842;1.1274881775712815;0.2436183429363657;0
115;1.2570847770470313;0.291861401912267;0.1029716417421461;4.336000312498736;1.048868967601605;0.1070746397951421;3.0136089376425663;1.161193969962898;0.2423495055989468;0
116;1.2007281972789765;0.2951011743289812;0.103481781275291;4.256887427281499;1.0384446824299354;0.107522991670848;3.1384670822634653;1.1900638499392076;0.2418397022026885;0
117;0.9027302031042572;0.5560303518979615;0.0995424077731271;4.410280648047219;1.1960359186221765;0.1054204958297743;3.1145085077652683;1.1789879400508505;0.2417197137187029;0
118;0.8897533749450758;0.525501089018635;0.0993307026113935;4.3259328714450005;1.1660024612434068;0.1054664978691844;3.1146005993283734;1.1789581674101317;0.2417163889934741;0
119;0.7782682726772534;0.4872792677751896;0.1012606821700315;4.055859174410466;1.1125506883211338;0.1073654167726531;3.21554698303416;1.1839006854576002;0.2391031261512253;0
120;0.8579726643233597;0.510697603151849;0.0992818500059436;4.264719100127837;1.1390141654450991;0.1058163247290484;3.297282761984384;1.2560452293576836;0.2332515465092189;0
121;0.8492348953761873;0.5409203523059741;0.0997181400428496;4.330309527586256;1.1760596033707933;0.1060176940155077;3.4365532817559044;1.3001017153418004;0.2285394579187674;0
122;0.7837604316250807;0.5499864018813478;0.1006177488435947;4.15570570461926;1.15827696029099;0.1071711455534323;3.576933300802344;1.329840166831875;0.2260169091546192;0
123;0.7446512658550966;0.5575774646319361;0.1011084028601397;4.131808445937383;1.1725585623519734;0.1075171031889366;3.541250015542363;1.3007331266839368;0.2249123651090991;0
124;0.7402876051791276;0.5502931374811427;0.10107512226564;4.138692367406611;1.1838816969013013;0.1076239769623311;3.574615247401144;1.295566443063404;0.2239924486067275;0
125;0.7824269895817402;0.5574820708267791;0.1005468526104253;4.230104277730492;1.180569064619667;0.1069137903816763;3.576449393767768;1.2886266666938275;0.2236460473104247;0
126;0.7914392600246786;0.5600622131068727;0.1004264974697712;4.014167941684049;1.1290359967049086;0.1083111961818558;3.924026324122198;1.354700990806727;0.2221923418879073;0
127;0.8583093226921473;0.6538863524710149;0.0981637881841229;4.083169841475337;1.1462773668660864;0.1078701359289108;3.938227433219765;1.357746463505761;0.2219812699751458;0
128;0.831754168386456;0.6524400884821524;0.098469914468984;3.995243939281055;1.1523205249163644;0.108622545951067;4.028828424199952;1.3731730784272609;0.2205937527843728;0
129;0.8060063481474908;0.5611582379519278;0.1013989637419155;3.731339626470254;1.0554036057212606;0.1114380562049961;4.130420183195116;1.4118018620205368;0.2190070311182167;0
130;0.8534789315576937;0.5558125554706028;0.1008262448495576;3.727008352725546;1.0555547981788749;0.1114700350978246;4.192758995840514;1.419823694611605;0.2180541038052566;0
131;0.8209324135424811;0.577414749674954;0.101439335761849;3.7146911770884135;1.0764643662263396;0.1118614842723632;4.236344911290972;1.4264326803402412;0.2174211621684827;0
132;1.213973542198747;0.263719037898124;0.107461936173065;3.4959320058044265;0.8085522223229576;0.1171271604786138;4.15919229820055;1.4148785888456807;0.2185660717934984;0
133;1.20765027265469;0.3000516259706917;0.1080651855007547;3.597550329840541;0.8481868841104804;0.1173965174594633;4.131426609154948;1.4222944711096128;0.2194432194223009;0
134;1.2065417095389344;0.3146898894281368;0.1081727643813193;3.6468271051744896;0.8727665983526284;0.1174086900790326;4.1637976104578245;1.4478815857144527;0.2203096701411291;0
135;1.4045104575707237;0.3369217838338194;0.1067123809557193;3.9248173656250023;0.9267859440432984;0.1166394661630923;4.168501859518511;1.4545295110326917;0.2205471387293609;0
136;1.423803818179525;0.3143677452104868;0.1064158609658552;3.913384415827612;0.9190290472772104;0.1166134202502086;4.226350952364345;1.4856079162658573;0.2213925635292896;0
137;1.3280611377680016;0.3333569388499102;0.1076611348973301;3.696173203581324;0.8906360616700655;0.118198602562353;4.263473392678571;1.496348568952686;0.2208607180675115;0
138;1.2922187208311309;0.3433424035964831;0.1080137689693781;3.667715267700567;0.9036583130819352;0.118541593099928;4.459638455895897;1.582687860630729;0.2177511240948363;0
139;1.3357620205629526;0.376066490397032;0.1079741578841492;3.7884525976244423;0.94677080824298;0.1184454068755932;4.590361881306408;1.6141932510950676;0.2159394851161413;0
140;1.3625116123644427;0.2871777372284467;0.110988301058401;3.746642515585284;0.8379995956056354;0.1212200274728711;4.481778846262483;1.60094997858157;0.2178506332315244;0
141;1.3373096274152336;0.3227374192202599;0.1115568831771136;3.768554022715632;0.8731062796656264;0.121630638496053;5.194948589645037;1.6754478639677663;0.2134064845097315;0
142;1.333824819987271;0.3145070396078265;0.111522549257792;3.6558963884760582;0.8479812783219907;0.1219330446475296;0.6409735918215487;0.8655533563302302;0.1882473277859097;0
143;1.3485173759448246;0.3118115557527724;0.1113836946225531;3.623092516274936;0.8552095155733819;0.12223818253617;0.6023917322317088;0.8633014257435033;0.1895780881789986;0
144;1.2371436952547168;0.3037080134360426;0.1126078663489113;3.5211157557226644;0.8580667588198276;0.1230683435437681;0.5647627071314391;0.8633463313359067;0.1920016646926368;0
145;1.2067574509072398;0.3198947954757148;0.1129736376883259;3.462944527089096;0.8764185076957544;0.1237908935898632;0.5457577672026005;0.8586277782972908;0.1926196721313588;0
146;1.2042599709104973;0.3185079981210251;0.1129806486197984;3.5323781597969752;0.8972794042144051;0.1236525225615321;0.5663784325945681;0.8898298005928041;0.1912327231215433;0
147;1.1448942283173944;0.3273925811707805;0.1136055802792741;3.5283266454787;0.902883735094598;0.1237499943785479;0.5897606930590856;0.9479158561586584;0.1889203167314564;0
148;1.0391708852208652;0.3331077476452664;0.1146534149662892;3.3286259937050184;0.8978933441901586;0.1248867536010626;0.6178091723694444;0.9545695415419232;0.1879790157800172;0
149;1.101632700448388;0.3740049983352338;0.1145497549446865;3.577886680234513;0.9434321657873416;0.1240494237730273;0.6176987330155955;0.9604386818341422;0.1882362806965093;0
150;1.1320653123154407;0.415570682537036;0.114817448025321;3.595815961028097;0.9768079636555952;0.1246387300868865;0.7939544429989321;0.9853162628464448;0.1840772599562953;0
151;1.175086803469218;0.4372062445165117;0.1146944349499813;3.7442977109094393;1.0129838148153314;0.124277648888991;0.7875929306304034;0.9848060226159728;0.1841790373103918;0
152;1.1504171281359032;0.4209234732373403;0.1166905345569437;3.65233005170209;1.0209135450131557;0.1255997352182893;0.9136981448080224;1.023596947674512;0.1834527590798396;0
153;1.0284691033424118;0.2842318410496636;0.1119472120248519;3.632653427268279;0.8074184945715107;0.1177530541466461;1.1106706755430018;1.0733461243600773;0.1820091902011206;0
154;1.188931329491806;0.2656661856406455;0.109465356128024;3.925384037973664;0.8553085675783;0.1168098541536279;1.3712470370608218;1.1135160349898727;0.1790569940954933;0
155;1.2416512952262937;0.3075657412936077;0.1094326132668001;4.110775622813645;0.8945529385045915;0.1163406353437003;1.6733619018617925;1.1693790487864322;0.1763867080292601;0
156;1.258558455604882;0.32338073298891;0.1094294246215046;4.195863707583161;0.934940494922382;0.1164221241977811;1.7933491499163463;1.2160390865474195;0.1764598359087141;0
157;1.3150263178430388;0.3658116099329336;0.1094948839912436;4.303779818421981;0.9794291215701572;0.1165948931068863;1.81813353177069;1.1594259658098016;0.1682067134053323;0
158;1.2255091887363434;0.3663918020426481;0.1104261980510105;4.183142408557185;0.9774831003311338;0.1174176246096672;1.8905423475712344;1.1968037195179415;0.1686248132644248;0
159;1.2507191055808458;0.3977438533640446;0.110512098553413;4.240958794893974;1.0146626506583931;0.1176418705920397;2.047702734797247;1.2484589523925484;0.1683626841523702;0
160;1.18441362872101;0.3956711414577574;0.1112144979571619;4.140130161090267;1.003696770862481;0.1182896412430403;2.196474163426936;1.2992975898676165;0.168304079727667;0
161;1.193704150804338;0.4084331690389549;0.1112511352543727;4.21001988870972;1.023704704118556;0.118173059451863;2.604823994203353;1.3602699399150602;0.1651566309016315;0
162;1.1939595755049426;0.399080340365112;0.1111735344893182;4.214636288003302;1.0359382243488755;0.1183014763464478;2.977586864255433;1.3757394691780864;0.1605312870752537;0
163;1.2145520311817484;0.4040651063002675;0.1110724196827465;4.256901940880199;1.0441184628224005;0.1181915848337869;3.0610770150449773;1.406823312518816;0.1605626458666164;0
164;1.2373935861689134;0.4085995440487735;0.1109519105026692;4.212375038139191;1.038056349662038;0.1183339392030126;3.1414737879489083;1.4365461422907173;0.1605954142761537;0
165;1.2947971692081852;0.4398558376362913;0.1108186490707752;4.297246331625601;1.078179124844743;0.1184721599597859;3.1825353941987164;1.459043678690256;0.1608756175645393;0
166;1.316228557233637;0.4420666952643449;0.1105923367194922;4.3136261111310095;1.080206222348597;0.1183687525917379;3.2712167202751954;1.4952484155017522;0.16116623827152;0
167;1.3156770683345258;0.4393081781623366;0.1105735940167993;4.369475024227417;1.0984274336437263;0.1183083100032064;3.352201175501269;1.530164473312266;0.1616058073839612;0
168;1.4603714498749083;0.4751071138483203;0.1098729686940219;4.568740773831769;1.1379713763264108;0.1178284176773376;3.469267796777207;1.56929881645616;0.1616429738067001;0
169;1.3775669052160062;0.4585510581912883;0.1102835859761815;4.480617421278928;1.1097574180382093;0.1179145542455449;3.518562329083589;1.596329296966399;0.1622496080545263;0
170;1.486021338162118;0.4955912008538976;0.1098763960702972;4.758011137414519;1.1634159509475288;0.1172673615475019;3.526669157122396;1.6117107511359114;0.1628948575580322;0
171;0.8528025008390873;0.1785557990021016;0.1035008316983652;0.4095731723538446;0.1538225379891858;0.102780246368322;3.527183585343289;1.6120894590023922;0.1629025574722724;0
172;1.0246145974048535;0.1611606234539792;0.1014652017273272;0.4615114683949936;0.1716463445806516;0.1024736124091569;3.5564852121475945;1.6061465178839762;0.1617625908487378;0
173;1.1090056586544406;0.1381770568625979;0.1006379250948354;0.5504317326862209;0.1558368754025012;0.101341367956499;2.2062205791417258;1.29253603678901;0.147484808117099;0
174;1.1038602198908254;0.1370595538291381;0.1006647588953716;0.6260449771503955;0.1576739763987056;0.1006878397657167;2.323669336545648;1.3286374599067117;0.1471996358206846;0
175;1.0275976594016194;0.1700619677028658;0.1019014750396869;0.6563809320320932;0.1772072883927202;0.101035020645766;2.008911265992251;1.267896428343194;0.1485609659404464;0
176;0.8872371094058531;0.2124660853616743;0.1040801243960666;0.7509348134701512;0.3216638680200669;0.1051449751593485;2.0779261207777395;1.278768503097345;0.1471036222826473;0
177;0.7244018967227477;0.226347353551759;0.1062372805779085;0.684844123828888;0.3003932393802738;0.1054862569420682;2.070262855128711;1.2695279300843547;0.146918380817029;0
178;0.7337928473975978;0.1922795339567757;0.105914862340347;0.712820848532692;0.2793277736098174;0.105090916012547;2.081751889541043;1.271971396670374;0.1467429745673109;0
179;0.7083453148494585;0.1781738294948322;0.1060170280336987;0.6712846544562486;0.2617185278589179;0.1052787911859153;2.06550026077895;1.260855733909914;0.1466231815074571;0
180;0.5674162112205074;0.179192197857802;0.1079153622954549;0.5220887608075694;0.2724874458121982;0.1072728755629406;2.28638688470511;1.3148427430591845;0.1457341883939419;0
181;0.4725878611627714;0.1918815876395276;0.1093969016400733;0.4937307472778298;0.2901189204123465;0.1085753232850191;2.223927774469179;1.3085147734800673;0.1470982825120831;0
182;0.5512722907249448;0.2311924222293409;0.1089737599624871;0.5606178290551355;0.3188353574037917;0.108246723951748;2.224124117231014;1.307625427092696;0.147066169781882;0
183;0.6164531106462312;0.2710188164361668;0.1087263682840458;0.5790642849986762;0.3469172968314993;0.108323662525057;2.293642844889094;1.335832400412154;0.1470793917623009;0
184;0.5018239654537002;0.3063240360192214;0.1111003043315971;0.602941982332485;0.4464159390572843;0.1123395931900353;2.2853266641382755;1.3443079711680994;0.1475431955436105;0
185;0.3583150042154509;0.3023690427395083;0.1128651640236679;0.4684949315652268;0.4660057589725521;0.1148288368827273;2.4071387815481087;1.3836221624843514;0.1473255894001835;0
186;0.3729481150714958;0.3021015354524637;0.1126974678164516;0.4018521010041871;0.4761351721509104;0.1159680561866212;2.395025763438997;1.3844260669141149;0.1475811451707581;0
187;0.3865391950231279;0.2809931830592148;0.1123888223483528;0.4131343019106591;0.4752955046686861;0.1158006765785958;2.705447562240151;1.3752158371007417;0.1414179657120786;0
188;0.4094181118599032;0.3179225895249378;0.1125204834435035;0.4420722842833668;0.50132693346451;0.1158195223562694;0.3333556406052148;0.9140340280685167;0.1290361795376771;0
189;0.46949624573703;0.3401996751817157;0.1121882657900233;0.5953886334412489;0.5356125268178754;0.1146302005531733;0.4677808436490891;0.935051587914398;0.1260124629534276;0
190;0.5765147899957814;0.3651879605782046;0.1114457569848086;0.632759163172541;0.5455798885938582;0.1144172894055816;9.819444945987888;2.317753684810792;0.1533461515514801;0
191;0.6266918950574811;0.3661940376129111;0.110959239340795;0.6093123307318813;0.5482055706407694;0.1147631222934535;10.117634581348636;2.375310213050151;0.1533779604183603;0
192;0.7994324615079188;0.3797014167109594;0.1091997209128359;0.7783846138412306;0.5874956917643495;0.1134854242222615;10.148723880528893;2.387647198586211;0.1535469496945681;0
193;0.5013313381576696;0.2207068686051781;0.1050697412868135;0.91709397424627;0.5871972517895877;0.1111214854494496;10.563768508024571;2.397093076371379;0.1541685337604925;0
194;0.5024004771252218;0.2222437324017323;0.1050707493671243;0.91346011325352;0.5842690322503523;0.1111199132868417;10.757196845595056;2.440551339536202;0.154437567721151;0
195;0.3813659394146318;0.2152192077088026;0.1062565388092915;0.7536016131574432;0.5508499401534763;0.1121543666613458;11.012666519705562;2.4915669026470595;0.1546047803333512;0
196;0.3716772595377602;0.1989390067648097;0.1062351022571081;0.7587370410639194;0.5252917465128654;0.1117832251396816;10.989772241736338;2.4884292642437984;0.1547123673619708;0
197;0.324888266990654;0.2069212692574724;0.1068031807855206;0.7309989370982316;0.5252900458104813;0.1121421430083291;10.7476790917188;2.441981684631129;0.1557561908228358;0
198;0.3164437560733942;0.2189620835031581;0.1069525341586048;0.7257445180949066;0.5329545128131485;0.1122739790860452;10.519368975789178;2.402443828224838;0.1567935855889018;0
199;0.3328391269219139;0.2155835468317193;0.1067578011186148;0.7273266914713045;0.5320620543744478;0.1122484799635417;10.54937605826822;2.402899589954375;0.1565541009101099;0
200;0.3004722505161669;0.2459145362794411;0.1077443252098165;0.6750079014502356;0.5471131611260456;0.1134573432453592;10.481069826804177;2.391730816474451;0.1568688990750414;0
201;0.3840169273070325;0.280688780042108;0.1071285852566098;0.761763116894097;0.5926109805998274;0.1133711540738913;10.46307465880185;2.391805339303559;0.1570226015958063;0
202;0.3800971488742782;0.2859466184921045;0.107199946481695;0.7654423738448989;0.5898157601634814;0.1133006188726757;10.641533431517225;2.433047419087041;0.1574131306780025;0
203;0.3556618274637174;0.2482435340479516;0.1071060961653895;0.7520334744422278;0.568124516776298;0.1131640974322495;10.085281414897976;2.351058570238999;0.1578617226843391;0
204;0.3836453717425262;0.2418904960336059;0.1067692555988195;0.7927105482678244;0.5633825180609561;0.1126003032993125;10.077555548767617;2.344981182683906;0.1577210659098816;0
205;0.4793841452390195;0.2575173806142873;0.1060211921842759;0.9080246509694042;0.5852988485725337;0.1118727488713157;10.19009258859796;2.377459931822484;0.1582803609004708;0
206;0.5043793479894167;0.2670433174560593;0.1058916476794931;0.920606373767695;0.589726093537847;0.1118218482470592;10.58870680500816;2.4451456999018526;0.1581825496268923;0
207;0.4472575584015504;0.2275732495311495;0.1060303781217916;0.808021850498291;0.5447044326197741;0.1121516009224331;10.43197392796248;2.4066931769962667;0.1578178752299095;0
208;0.4373234170681476;0.2234668933896499;0.1060816725520145;0.7976236292098318;0.5374017110151329;0.1121615545925136;10.367323416068048;2.400866572041629;0.1582134609342695;0
209;0.4559630027743046;0.2438984885789903;0.1067018849257796;0.794701762841841;0.5616682142738479;0.1131788569590424;10.729428835109218;2.396702669208361;0.1591244070111686;0
210;0.4114941286895046;0.2100441177387791;0.1093726234278529;0.7833827090188112;0.5161488601055718;0.1157989896061085;11.132643150283764;2.460686296324947;0.1586038212506729;0
211;0.4644453261541837;0.2491559481834537;0.1092012841211966;0.8083893349123867;0.5483656626043988;0.1159706021719715;11.532271696760704;2.502183557640431;0.1590483467174955;0
212;0.4519980074318029;0.2303427647516222;0.1091755500371261;0.7893212990953777;0.5193425720326974;0.1157923494398258;10.252316142288045;2.429500890047541;0.1637489541227462;0
213;0.4583558001571394;0.2140455901497414;0.1090139786219775;0.7972602881484707;0.5099197441493554;0.1156128725964587;10.43441733903887;2.454139042355182;0.1633729705022844;0
214;0.4799566941526093;0.1835069649104683;0.1085870699175658;0.7571608570759389;0.4682105594711104;0.1153283553071751;10.6329459337732;2.486505071539254;0.1641820221564333;0
215;0.5495632368193873;0.1950627631081717;0.1080688622358816;0.8797338765897644;0.5085237656887651;0.1146993595735521;10.54565775284927;2.483969322758904;0.1650372773927799;0
216;0.5796140826515527;0.1583744263286026;0.1073576369561709;0.7659483117371035;0.4709225777804249;0.1151931282799448;10.391930775757016;2.46518789183966;0.1653918049049396;0
217;0.5687157714118056;0.1588321052778994;0.107467994632465;0.792487542181479;0.4760758498927666;0.1150252705066852;11.541381963685083;2.553488130400503;0.1617679499044571;0
218;0.5664431138415402;0.1428148079898833;0.107397855109859;0.7865835892037445;0.4679304694368277;0.1149952091361622;11.19568476363199;2.530755328878468;0.16288714141148;0
219;0.4765817483109311;0.1079685236432589;0.1080572032523059;0.6318004974501044;0.4410918999262262;0.1165307413280337;10.660924869070753;2.45988837823563;0.1639350975414389;0
220;0.3560727548232962;0.1064952374682899;0.1098134430879741;0.5424064842998892;0.409937757209415;0.1170153688465561;11.540027172485336;2.568153281118051;0.1626943028493041;0
221;0.7574328377212755;0.341289860314784;0.1153636154473384;2.071508770695936;0.8625153445062885;0.1272338713074777;11.74934630408331;2.600028292155676;0.1623943391617297;0
222;0.6994003151403174;0.3121379864228801;0.1155925343169771;2.1030375840400386;0.8724948262885318;0.12714227914046;10.40146848926903;2.4883743597909;0.1664893019158191;0
223;0.6374405651776675;0.2733918045472818;0.1157893521065779;1.9224596974548025;0.8232661010965585;0.1275694789024201;10.463010742164387;2.5019208983331227;0.166496137995548;0
224;0.5672329909684414;0.2434376258212686;0.1161553844489512;1.836951067114957;0.7831847523289037;0.1276260787289613;10.496026331877836;2.503808809369313;0.1662327867764574;0
225;0.5702010243477316;0.2255656788687128;0.1159973499926536;1.847214994839436;0.772276065402046;0.1273645015617132;10.425396016692256;2.502381593346944;0.1669595001532115;0
226;0.6734897823477034;0.2229058163501702;0.114088801305603;1.9469997876500127;0.7777283870802031;0.1255422164441028;10.183090977890002;2.4513240736161914;0.1681608005443519;0
227;0.585301491559372;0.2038882103710576;0.1147102736745192;1.7612311800772409;0.7351720953628629;0.1263790973460613;10.192237655876855;2.4618842717038816;0.1685248065101965;0
228;0.5982068027409994;0.184283054793269;0.1144635872727428;1.7107928399995609;0.7060954606538945;0.1263791077513643;9.804426910152316;2.3913654075987134;0.1708451828593435;0
229;0.4796884981012618;0.3510699866296616;0.1095745873687778;1.8386630421860064;0.8609000841842357;0.1220988973722521;9.83459597091713;2.394154266042514;0.1706270862788398;0
230;0.442659540486027;0.3803343733957389;0.1120161430642565;1.5810834117048254;0.8264649982530453;0.1239310518507472;9.751046045696928;2.388511790884224;0.1713374607740184;0
231;0.4363113687976498;0.3718602611828073;0.1119981968903812;1.5810834117048254;0.8264649982530453;0.1239310518507472;9.46190036200468;2.3412839018443705;0.1731954032220813;0
232;0.4269887020465362;0.38064475210313;0.1121680501037206;1.5810834117048254;0.8264649982530453;0.1239310518507472;9.321518599880376;2.3270632504605056;0.1748932031317474;0
233;0.3629525039220198;0.367605936478698;0.1126347344591796;1.442293127613414;0.7998250067066524;0.1246807032671562;9.218066507343336;2.317520314102328;0.1757487559509421;0
234;0.411593135589191;0.3446934328986965;0.1116720548017376;1.5215810761565436;0.7992358902764766;0.1233679311363066;9.2357023153553;2.319643313579063;0.1756243223166864;0
235;0.3547656349623115;0.3051320596678649;0.1118317558378644;1.4219213279357976;0.7569862691753959;0.1235584329798004;9.1480648613441;2.2916039590019084;0.1751981928569485;0
236;0.3326458874949897;0.2820865804804299;0.1118431255631903;1.395333229229622;0.7326907973435209;0.1234349148031207;8.944713529077864;2.254154238925958;0.1754680455096476;0
237;0.3361095368495368;0.3925801647303401;0.1085924887330826;1.5090708254603546;0.858301008488383;0.1197326737873221;8.904927062552005;2.2478568040245728;0.1757216863706413;0
238;0.3379713451707857;0.3567454761493079;0.1081118390521929;1.477189812473325;0.8237649577869101;0.1193386055491775;8.783892690308091;2.2315197914281755;0.1765760425018557;0
239;0.3413899855646987;0.3597016550823327;0.1081067756106244;1.5732424283286508;0.8640655741267187;0.1191667119418596;8.63159393005773;2.206490705305768;0.1775846472185133;0
240;0.2098467533362606;0.3383308230731827;0.1096688124184225;1.3119749399984149;0.8212675828053886;0.1210399773311327;8.579214560778205;2.184445345298887;0.1771399747375073;0
241;0.1841214240151442;0.3573639532084985;0.1108945238245732;1.110997715834026;0.7868164495429464;0.1224275395676753;8.697584893757949;2.2013365866507453;0.1763159829949938;0
242;0.133431582351253;0.3151585533935561;0.1109704889012073;1.0192125133181258;0.7417309628850014;0.1223130199107304;8.618213662486568;2.190097045896439;0.1768622055181411;0
243;0.126293799849122;0.3110173786042315;0.1110015477701152;0.9437636940494052;0.7132019099281435;0.1225831923871407;8.689414747810256;2.1976889790342;0.1763112686545898;0
244;0.0761240021993508;0.2694951186213203;0.111043584925499;0.8748975206240137;0.6766183885922058;0.1226835046456551;8.7216444410717;2.2012337990604456;0.1760699970623412;0
245;0.1839486809458875;0.3005668070718896;0.1099440021018998;1.0560788909626633;0.6986754447564365;0.121176463419378;8.638295229040983;2.198584582943384;0.176993607691554;0
246;0.1985065570511329;0.2961563452786793;0.1097434232952037;1.0105477386722532;0.7031335363943082;0.121876728494375;8.448484069176775;2.1752740281507146;0.1788095398119062;0
